id,name,start_time,duration,cpu_req,mem_req,vf_req,mano_req,default_cluster,relocation_cost
157,mano-ocs-2023,600,180,62.0,346521,0,1,1,12
156,mano-ocs-2022,0,180,55.0,313344,0,1,1,12
160,mano-sdc,1080,180,44.0,267878,0,1,1,12
152,mano-epc-2023,300,120,39.5,210124,0,1,1,12
159,mano-ocs-testbed,420,180,30.0,203980,0,1,1,12
154,mano-multi-site-1,120,180,30.0,194150,0,1,1,12
158,mano-ocs-2025,120,180,22.0,132710,0,1,1,12
195,pro-hlc,300,420,27.0,83116,40,1,3,40
204,tiennn18-mesh,480,180,36.0,71270,0,1,3,12
163,data4g,300,180,32.0,73728,0,1,2,12
140,vcrbt-demo-21m,60,240,46.0,56524,0,0,0,8
200,test-sriov,780,480,26.0,66969,14,1,3,40
13,abnormal-latest,1260,180,27.0,54067,0,0,0,8
16,abnormal-test-user-03,300,180,27.0,54067,0,0,0,8
193,pro-hht,660,300,22.0,58982,36,1,3,40
15,abnormal-test-user-02,1020,180,25.0,50995,0,0,0,8
14,abnormal-test-user-01,60,120,25.0,50995,0,0,0,8
132,s3-sync-test,240,240,28.0,41779,0,0,0,8
131,s3-sync-dev,180,120,28.0,41779,0,0,0,8
192,offline-cnf1,0,540,20.0,49152,24,1,3,40
161,mda,360,120,16.0,51609,0,1,1,9
139,test-service-user-01,0,240,2.0,62054,0,0,0,8
198,sync-file,600,180,24.0,36864,0,1,3,12
153,mano-epc-2024,240,120,7.5,39321,0,1,1,8
167,provisioning,420,180,16.0,30720,0,1,2,12
94,product-catalog-test-user-06,1380,120,14.0,28876,0,0,0,5
90,product-catalog-test-user-02,1260,240,14.0,28876,0,0,0,5
93,product-catalog-test-user-05,240,120,14.0,28876,0,0,0,5
89,product-catalog-test-user-01,540,240,14.0,28262,0,0,0,5
85,product-catalog-latest,240,180,13.0,26419,0,0,0,5
105,provisioning-latest,420,120,12.0,25804,0,0,0,6
206,tool-test-restful-bypass,780,420,10.0,22118,6,1,3,28
40,chp-voice-performance,360,240,10.0,22118,0,0,0,6
71,mediation-pstn-test-user-01,1260,240,10.0,21504,0,0,0,6
141,voice-nr-test-user-01,660,120,10.0,21504,0,0,0,6
142,voice-nr-test-user-02,1380,120,10.0,21504,0,0,0,6
111,provisioning-test-user-03,180,120,10.0,20275,0,0,0,6
114,provisioning-test-user-07,0,120,10.0,20275,0,0,0,6
108,provisioning-mysign-test-user-02,300,240,10.0,20275,0,0,0,6
143,volte-latest,900,180,10.0,20275,0,0,0,6
144,volte-test-user-01,300,180,10.0,20275,0,0,0,6
92,product-catalog-test-user-04,1320,180,10.0,20275,0,0,0,5
145,volte-test-user-02,660,180,10.0,20275,0,0,0,6
146,volte-test-user-03,360,180,10.0,20275,0,0,0,6
45,chp-voice-test-user-02,120,120,9.0,19660,0,0,0,6
44,chp-voice-test-user-01,660,240,9.0,19660,0,0,0,6
46,chp-voice-test-user-03,0,240,9.0,19660,0,0,0,6
48,chp-voice-test-user-06,1380,120,9.0,19660,0,0,0,6
39,chp-voice-latest,720,180,9.0,19660,0,0,0,6
47,chp-voice-test-user-04,240,240,9.0,19660,0,0,0,6
3,abm-2m-migration-02,360,120,9.0,19046,0,0,0,5
7,abm-common-03,0,180,9.0,19046,0,0,0,5
2,abm-2m-migration-01,360,240,9.0,19046,0,0,0,5
9,abm-mysign,1380,120,9.0,19046,0,0,0,5
116,provisioning-test-user-09,660,240,9.0,18432,0,0,0,6
29,chp-ftth-test-user-01,240,120,9.0,18432,0,0,0,6
8,abm-latest,1200,120,9.0,18432,0,0,0,5
112,provisioning-test-user-04,1260,240,9.0,18432,0,0,0,6
150,auto-pat,900,180,4.0,22118,0,1,1,6
110,provisioning-test-user-02,480,120,8.0,17203,0,0,0,6
109,provisioning-test-user-01,0,240,8.0,17203,0,0,0,6
113,provisioning-test-user-05,600,120,8.0,17203,0,0,0,6
