timeslice,cluster_id,cluster_name,cpu_cap,mem_cap,vf_cap,cpu_req,mem_req,vf_req,job_count,cpu_utilization,mem_utilization,vf_utilization,time_minutes
0,0,k8s-cicd,152.0,383875,0,81.0,231626,0,17,53.289473684210535,60.338912406382285,0.0,0.0
0,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,0.0
0,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,0.0
0,3,pat-171,600.0,1616261,512,10.0,22118,6,1,1.6666666666666667,1.368467097826403,1.171875,0.0
1,0,k8s-cicd,152.0,383875,0,118.0,337915,0,27,77.63157894736842,88.02735265385869,0.0,0.25
1,1,k8s-mano,240.0,772089,0,1.0,2457,0,1,0.4166666666666667,0.31822756184843976,0.0,0.25
1,2,pat-141,80.0,385437,0,4.0,8601,0,1,5.0,2.2314930844729486,0.0,0.25
1,3,pat-171,600.0,1616261,512,65.0,162198,70,8,10.833333333333334,10.03538413659675,13.671875,0.25
2,0,k8s-cicd,152.0,383875,0,147.0,371089,0,26,96.71052631578947,96.66922826440899,0.0,0.5
2,1,k8s-mano,240.0,772089,0,39.5,210124,0,1,16.458333333333332,27.214997234774746,0.0,0.5
2,2,pat-141,80.0,385437,0,10.0,20888,0,3,12.5,5.419303284324027,0.0,0.5
2,3,pat-171,600.0,1616261,512,89.0,224253,84,7,14.833333333333334,13.87480116144608,16.40625,0.5
3,0,k8s-cicd,152.0,383875,0,141.0,337914,0,24,92.76315789473685,88.02709215239337,0.0,0.75
3,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,0.75
3,2,pat-141,80.0,385437,0,8.0,15974,0,1,10.0,4.144386761001149,0.0,0.75
3,3,pat-171,600.0,1616261,512,69.0,171873,64,9,11.5,10.633987951203427,12.5,0.75
4,0,k8s-cicd,152.0,383875,0,131.0,253130,0,14,86.18421052631578,65.94073591663953,0.0,1.0
4,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,1.0
4,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,1.0
4,3,pat-171,600.0,1616261,512,79.0,215670,94,6,13.166666666666666,13.34376069211594,18.359375,1.0
5,0,k8s-cicd,152.0,383875,0,102.0,231626,0,13,67.10526315789474,60.338912406382285,0.0,1.25
5,1,k8s-mano,240.0,772089,0,107.0,640204,0,3,44.583333333333336,82.91842002670677,0.0,1.25
5,2,pat-141,80.0,385437,0,20.0,35635,0,2,25.0,9.24535008315237,0.0,1.25
5,3,pat-171,600.0,1616261,512,60.0,165443,58,6,10.0,10.236156165371806,11.328125,1.25
6,0,k8s-cicd,152.0,383875,0,137.0,319483,0,15,90.13157894736842,83.22578964506675,0.0,1.5
6,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,1.5
6,2,pat-141,80.0,385437,0,4.0,4915,0,1,5.0,1.2751759690948197,0.0,1.5
6,3,pat-171,600.0,1616261,512,9.0,18534,8,8,1.5,1.1467207338418732,1.5625,1.5
7,0,k8s-cicd,152.0,383875,0,40.0,90930,0,6,26.31578947368421,23.68739824161511,0.0,1.75
7,1,k8s-mano,240.0,772089,0,51.5,307199,0,2,21.458333333333332,39.78802961834711,0.0,1.75
7,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,1.75
7,3,pat-171,600.0,1616261,512,31.0,53451,4,6,5.166666666666667,3.307077260417717,0.78125,1.75
8,0,k8s-cicd,152.0,383875,0,108.0,191690,0,10,71.05263157894737,49.935525887333114,0.0,2.0
8,1,k8s-mano,240.0,772089,0,35.0,228555,0,3,14.583333333333334,29.602157264253215,0.0,2.0
8,2,pat-141,80.0,385437,0,1.0,460,0,1,1.25,0.11934505509330967,0.0,2.0
8,3,pat-171,600.0,1616261,512,71.0,130250,8,7,11.833333333333334,8.058723188890902,1.5625,2.0
9,0,k8s-cicd,152.0,383875,0,77.0,232241,0,18,50.6578947368421,60.49912080755454,0.0,2.25
9,1,k8s-mano,240.0,772089,0,62.0,346521,0,1,25.833333333333336,44.880965795394054,0.0,2.25
9,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,2.25
9,3,pat-171,600.0,1616261,512,44.0,89699,6,6,7.333333333333333,5.549784347948753,1.171875,2.25
10,0,k8s-cicd,152.0,383875,0,79.0,254360,0,15,51.973684210526315,66.26115271898404,0.0,2.5
10,1,k8s-mano,240.0,772089,0,17.0,54066,0,2,7.083333333333333,7.002560585631967,0.0,2.5
10,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,2.5
10,3,pat-171,600.0,1616261,512,4.0,9829,2,2,0.6666666666666667,0.6081319786841357,0.390625,2.5
11,0,k8s-cicd,152.0,383875,0,60.0,219340,0,11,39.473684210526315,57.13839140345165,0.0,2.75
11,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,2.75
11,2,pat-141,80.0,385437,0,34.0,76185,0,2,42.5,19.76587613539956,0.0,2.75
11,3,pat-171,600.0,1616261,512,1.0,2457,0,1,0.16666666666666669,0.1520175268722069,0.0,2.75
12,0,k8s-cicd,152.0,383875,0,0.0,0,0,0,0.0,0.0,0.0,3.0
12,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,3.0
12,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,3.0
12,3,pat-171,600.0,1616261,512,0.0,0,0,0,0.0,0.0,0.0,3.0
