timeslice,cluster_id,cluster_name,cpu_cap,mem_cap,vf_cap,cpu_req,mem_req,vf_req,job_count,cpu_utilization,mem_utilization,vf_utilization,time_minutes
0,0,k8s-cicd,152.0,383875,0,81.0,231626,0,17,53.289473684210535,60.338912406382285,0.0,0.0
0,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,0.0
0,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,0.0
0,3,pat-171,600.0,1616261,512,10.0,22118,6,1,1.6666666666666667,1.368467097826403,1.171875,0.0
1,0,k8s-cicd,152.0,383875,0,81.0,231626,0,17,53.289473684210535,60.338912406382285,0.0,0.25
1,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,0.25
1,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,0.25
1,3,pat-171,600.0,1616261,512,10.0,22118,6,1,1.6666666666666667,1.368467097826403,1.171875,0.25
2,0,k8s-cicd,152.0,383875,0,81.0,231626,0,17,53.289473684210535,60.338912406382285,0.0,0.5
2,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,0.5
2,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,0.5
2,3,pat-171,600.0,1616261,512,10.0,22118,6,1,1.6666666666666667,1.368467097826403,1.171875,0.5
3,0,k8s-cicd,152.0,383875,0,83.0,229782,0,18,54.60526315789473,59.85854770433083,0.0,0.75
3,1,k8s-mano,240.0,772089,0,1.0,2457,0,1,0.4166666666666667,0.31822756184843976,0.0,0.75
3,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,0.75
3,3,pat-171,600.0,1616261,512,18.0,41777,10,4,3.0,2.5847929263899827,1.953125,0.75
4,0,k8s-cicd,152.0,383875,0,83.0,229782,0,18,54.60526315789473,59.85854770433083,0.0,1.0
4,1,k8s-mano,240.0,772089,0,1.0,2457,0,1,0.4166666666666667,0.31822756184843976,0.0,1.0
4,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,1.0
4,3,pat-171,600.0,1616261,512,18.0,41777,10,4,3.0,2.5847929263899827,1.953125,1.0
5,0,k8s-cicd,152.0,383875,0,83.0,229782,0,18,54.60526315789473,59.85854770433083,0.0,1.25
5,1,k8s-mano,240.0,772089,0,1.0,2457,0,1,0.4166666666666667,0.31822756184843976,0.0,1.25
5,2,pat-141,80.0,385437,0,0.0,0,0,0,0.0,0.0,0.0,1.25
5,3,pat-171,600.0,1616261,512,18.0,41777,10,4,3.0,2.5847929263899827,1.953125,1.25
6,0,k8s-cicd,152.0,383875,0,99.0,264189,0,22,65.13157894736842,68.82162162162162,0.0,1.5
6,1,k8s-mano,240.0,772089,0,1.0,2457,0,1,0.4166666666666667,0.31822756184843976,0.0,1.5
6,2,pat-141,80.0,385437,0,4.0,8601,0,1,5.0,2.2314930844729486,0.0,1.5
6,3,pat-171,600.0,1616261,512,64.0,159741,70,7,10.666666666666668,9.883366609724543,13.671875,1.5
7,0,k8s-cicd,152.0,383875,0,99.0,264189,0,22,65.13157894736842,68.82162162162162,0.0,1.75
7,1,k8s-mano,240.0,772089,0,1.0,2457,0,1,0.4166666666666667,0.31822756184843976,0.0,1.75
7,2,pat-141,80.0,385437,0,4.0,8601,0,1,5.0,2.2314930844729486,0.0,1.75
7,3,pat-171,600.0,1616261,512,64.0,159741,70,7,10.666666666666668,9.883366609724543,13.671875,1.75
8,0,k8s-cicd,152.0,383875,0,99.0,264189,0,22,65.13157894736842,68.82162162162162,0.0,2.0
8,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,2.0
8,2,pat-141,80.0,385437,0,4.0,8601,0,1,5.0,2.2314930844729486,0.0,2.0
8,3,pat-171,600.0,1616261,512,64.0,159741,70,7,10.666666666666668,9.883366609724543,13.671875,2.0
9,0,k8s-cicd,152.0,383875,0,134.0,342828,0,24,88.1578947368421,89.30719635297949,0.0,2.25
9,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,2.25
9,2,pat-141,80.0,385437,0,13.0,27032,0,3,16.25,7.013338107135538,0.0,2.25
9,3,pat-171,600.0,1616261,512,88.0,221796,84,6,14.666666666666666,13.72278363457387,16.40625,2.25
10,0,k8s-cicd,152.0,383875,0,134.0,342828,0,24,88.1578947368421,89.30719635297949,0.0,2.5
10,1,k8s-mano,240.0,772089,0,0.0,0,0,0,0.0,0.0,0.0,2.5
